id	label	namespace	icon	source
minecraft:music_disc_stal	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_stal.png	1.20.1.jar
minecraft:tooting_goat_horn	Tooting Goat Horn	minecraft	launcher-assets\item-icons\minecraft\tooting_goat_horn.png	1.20.1.jar
minecolonies:blockhutconcretemixer	Concrete Mixer's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:bricks	Bricks	minecraft	launcher-assets\item-icons\minecraft\bricks.png	1.20.1.jar
domum_ornamentum:brown_bricks	Brown Bricks	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:blue_carpet	Blue Carpet	minecraft		1.20.1.jar
minecolonies:pirate_boots	Pirate Boots	minecolonies	launcher-assets\item-icons\minecolonies\pirate_boots.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:book_cult_1	Os Sirbens II	mca	launcher-assets\item-icons\mca\book_cult_1.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:wither_skeleton_spawn_egg	Wither Skeleton Spawn Egg	minecraft		1.20.1.jar
minecraft:brown_mushroom	Brown Mushroom	minecraft	launcher-assets\item-icons\minecraft\brown_mushroom.png	1.20.1.jar
minecraft:magenta_dye	Magenta Dye	minecraft	launcher-assets\item-icons\minecraft\magenta_dye.png	1.20.1.jar
minecraft:mangrove_leaves	Mangrove Leaves	minecraft	launcher-assets\item-icons\minecraft\mangrove_leaves.png	1.20.1.jar
mca:villager_tracker_15	Villager Tracker 15	mca	launcher-assets\item-icons\mca\villager_tracker_15.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutcowboy	Cowhand's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:zombie_head	Zombie Head	minecraft		1.20.1.jar
minecolonies:gate_wood	Wooden Gate	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:big_dripleaf	Big Dripleaf	minecraft		1.20.1.jar
minecraft:snout_armor_trim_smithing_template	Snout Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\snout_armor_trim_smithing_template.png	1.20.1.jar
minecraft:twisting_vines	Twisting Vines	minecraft	launcher-assets\item-icons\minecraft\twisting_vines.png	1.20.1.jar
mca:yellow_mangrove_crib	Berço de Mangue Amarelo	mca	launcher-assets\item-icons\mca\yellow_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:oak_leaves	Oak Leaves	minecraft	launcher-assets\item-icons\minecraft\oak_leaves.png	1.20.1.jar
minecraft:diamond	Diamond	minecraft	launcher-assets\item-icons\minecraft\diamond.png	1.20.1.jar
minecraft:purple_concrete	Purple Concrete	minecraft	launcher-assets\item-icons\minecraft\purple_concrete.png	1.20.1.jar
minecolonies:cake_batter	Cake Batter	minecolonies	launcher-assets\item-icons\minecolonies\cake_batter.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:cyan_dye	Cyan Dye	minecraft	launcher-assets\item-icons\minecraft\cyan_dye.png	1.20.1.jar
minecraft:netherite_shovel	Netherite Shovel	minecraft	launcher-assets\item-icons\minecraft\netherite_shovel.png	1.20.1.jar
minecraft:glow_lichen	Glow Lichen	minecraft	launcher-assets\item-icons\minecraft\glow_lichen.png	1.20.1.jar
domum_ornamentum:fence/fence_spec	Fence Fence Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
mca:villager_tracker_26	Villager Tracker 26	mca	launcher-assets\item-icons\mca\villager_tracker_26.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:magenta_warped_crib	Berço Distorcido Magenta	mca	launcher-assets\item-icons\mca\magenta_warped_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:sculk_sensor	Sculk Sensor	minecraft		1.20.1.jar
minecraft:written_book	Written Book	minecraft	launcher-assets\item-icons\minecraft\written_book.png	1.20.1.jar
minecraft:paper	Paper	minecraft	launcher-assets\item-icons\minecraft\paper.png	1.20.1.jar
mca:pink_jungle_crib	Berço da Selva Rosa	mca	launcher-assets\item-icons\mca\pink_jungle_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:eggplant_dolma	Eggplant Dolma	minecolonies	launcher-assets\item-icons\minecolonies\eggplant_dolma.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:blaze_rod	Blaze Rod	minecraft	launcher-assets\item-icons\minecraft\blaze_rod.png	1.20.1.jar
minecraft:spruce_fence_gate	Spruce Fence Gate	minecraft		1.20.1.jar
minecraft:orange_stained_glass	Orange Stained Glass	minecraft	launcher-assets\item-icons\minecraft\orange_stained_glass.png	1.20.1.jar
minecraft:stone_button	Stone Button	minecraft		1.20.1.jar
minecraft:player_head	Player Head	minecraft		1.20.1.jar
mca:yellow_spruce_crib	Berço de Abeto Amarelo	mca	launcher-assets\item-icons\mca\yellow_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:lily_pad	Lily Pad	minecraft	launcher-assets\item-icons\minecraft\lily_pad.png	1.20.1.jar
domum_ornamentum:vanilla_doors_compat	Vanilla Doors Compat	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:chest_minecart	Minecart with Chest	minecraft	launcher-assets\item-icons\minecraft\chest_minecart.png	1.20.1.jar
domum_ornamentum:blockbarreldeco_onside	Laying Barrel	domum_ornamentum	launcher-assets\item-icons\domum_ornamentum\blockbarreldeco_onside.png	domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
magicworld:draconic_aether_chestplate	Draconic Aether Chestplate	magicworld	launcher-assets\item-icons\magicworld\draconic_aether_chestplate.png	Magic_World_Mod_1.20.1-1.0.0.1.jar
mca:purple_jungle_crib	Berço da Selva Roxo	mca	launcher-assets\item-icons\mca\purple_jungle_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:gray_spruce_crib	Berço de Abeto Cinza	mca	launcher-assets\item-icons\mca\gray_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
mca:rose_gold_ingot	Barra de ouro rosa	mca	launcher-assets\item-icons\mca\rose_gold_ingot.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:lever	Lever	minecraft	launcher-assets\item-icons\minecraft\lever.png	1.20.1.jar
mca:gray_crimson_crib	Berço de Carmesim Cinza	mca	launcher-assets\item-icons\mca\gray_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:cactus	Cactus	minecraft		1.20.1.jar
minecraft:lava_bucket	Lava Bucket	minecraft	launcher-assets\item-icons\minecraft\lava_bucket.png	1.20.1.jar
minecraft:smooth_sandstone	Smooth Sandstone	minecraft		1.20.1.jar
minecraft:skeleton_skull	Skeleton Skull	minecraft		1.20.1.jar
minecraft:cartography_table	Cartography Table	minecraft		1.20.1.jar
minecraft:black_glazed_terracotta	Black Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\black_glazed_terracotta.png	1.20.1.jar
minecraft:pink_tulip	Pink Tulip	minecraft	launcher-assets\item-icons\minecraft\pink_tulip.png	1.20.1.jar
minecraft:packed_mud	Packed Mud	minecraft	launcher-assets\item-icons\minecraft\packed_mud.png	1.20.1.jar
mca:green_acacia_crib	Berço de Acácia Verde	mca	launcher-assets\item-icons\mca\green_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:wooden_axe	Wooden Axe	minecraft	launcher-assets\item-icons\minecraft\wooden_axe.png	1.20.1.jar
minecraft:furnace_minecart	Minecart with Furnace	minecraft	launcher-assets\item-icons\minecraft\furnace_minecart.png	1.20.1.jar
minecolonies:creamcheese	Creamcheese	minecolonies	launcher-assets\item-icons\minecolonies\creamcheese.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:red_cherry_crib	Berço de Cerejeira Vermelho	mca	launcher-assets\item-icons\mca\red_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:damaged_anvil	Damaged Anvil	minecraft		1.20.1.jar
minecraft:iron_horse_armor	Iron Horse Armor	minecraft	launcher-assets\item-icons\minecraft\iron_horse_armor.png	1.20.1.jar
minecraft:brain_coral	Brain Coral	minecraft	launcher-assets\item-icons\minecraft\brain_coral.png	1.20.1.jar
minecraft:cow_spawn_egg	Cow Spawn Egg	minecraft		1.20.1.jar
minecraft:stick	Stick	minecraft	launcher-assets\item-icons\minecraft\stick.png	1.20.1.jar
minecraft:copper_ore	Copper Ore	minecraft	launcher-assets\item-icons\minecraft\copper_ore.png	1.20.1.jar
minecraft:slime_block	Slime Block	minecraft	launcher-assets\item-icons\minecraft\slime_block.png	1.20.1.jar
minecraft:oak_chest_boat	Oak Boat with Chest	minecraft	launcher-assets\item-icons\minecraft\oak_chest_boat.png	1.20.1.jar
minecraft:totem_of_undying	Totem of Undying	minecraft	launcher-assets\item-icons\minecraft\totem_of_undying.png	1.20.1.jar
minecraft:waxed_weathered_copper	Waxed Weathered Copper	minecraft		1.20.1.jar
mca:magenta_oak_crib	Berço de Carvalho Magenta	mca	launcher-assets\item-icons\mca\magenta_oak_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:iron_leggings	Iron Leggings	minecraft	launcher-assets\item-icons\minecraft\iron_leggings.png	1.20.1.jar
minecolonies:magicpotion	Magic Potion	minecolonies	launcher-assets\item-icons\minecolonies\magicpotion.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:anvil	Anvil	minecraft	launcher-assets\item-icons\minecraft\anvil.png	1.20.1.jar
minecraft:light_gray_banner	Light Gray Banner	minecraft		1.20.1.jar
minecolonies:blockhutguardtower	Guard Tower	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:milky_bread	Milk-Infused Bread	minecolonies	launcher-assets\item-icons\minecolonies\milky_bread.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:cheddar_cheese	Cheddar Cheese	minecolonies	launcher-assets\item-icons\minecolonies\cheddar_cheese.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:polished_blackstone_button	Polished Blackstone Button	minecraft		1.20.1.jar
minecraft:carrot	Carrot	minecraft	launcher-assets\item-icons\minecraft\carrot.png	1.20.1.jar
minecraft:white_tulip	White Tulip	minecraft	launcher-assets\item-icons\minecraft\white_tulip.png	1.20.1.jar
minecraft:quartz_stairs	Quartz Stairs	minecraft		1.20.1.jar
minecraft:tadpole_bucket	Bucket of Tadpole	minecraft	launcher-assets\item-icons\minecraft\tadpole_bucket.png	1.20.1.jar
domum_ornamentum:black_brick_extra	Black Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecolonies:blockhutlibrary	Library	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
domum_ornamentum:yellow_floating_carpet	Yellow Floating Carpet	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:brown_carpet	Brown Carpet	minecraft		1.20.1.jar
mca:pink_crimson_crib	Berço de Carmesim Rosa	mca	launcher-assets\item-icons\mca\pink_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockminecoloniesrack	Rack	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
mca:book_blueprint	Trabalho de construção.	mca	launcher-assets\item-icons\mca\book_blueprint.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:scroll_highlight	Worker-Where-Are-You Scroll	minecolonies	launcher-assets\item-icons\minecolonies\scroll_highlight.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
domum_ornamentum:down_gated	Down Gated	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:chiseled_quartz_block	Chiseled Quartz Block	minecraft	launcher-assets\item-icons\minecraft\chiseled_quartz_block.png	1.20.1.jar
minecraft:dead_tube_coral	Dead Tube Coral	minecraft	launcher-assets\item-icons\minecraft\dead_tube_coral.png	1.20.1.jar
minecraft:calibrated_sculk_sensor	Calibrated Sculk Sensor	minecraft		1.20.1.jar
minecraft:acacia_leaves	Acacia Leaves	minecraft	launcher-assets\item-icons\minecraft\acacia_leaves.png	1.20.1.jar
minecraft:jungle_chest_boat	Jungle Boat with Chest	minecraft	launcher-assets\item-icons\minecraft\jungle_chest_boat.png	1.20.1.jar
minecraft:gray_glazed_terracotta	Gray Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\gray_glazed_terracotta.png	1.20.1.jar
minecraft:quartz_slab	Quartz Slab	minecraft		1.20.1.jar
minecraft:shelter_pottery_sherd	Shelter Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\shelter_pottery_sherd.png	1.20.1.jar
minecraft:rotten_flesh	Rotten Flesh	minecraft	launcher-assets\item-icons\minecraft\rotten_flesh.png	1.20.1.jar
minecraft:sugar	Sugar	minecraft	launcher-assets\item-icons\minecraft\sugar.png	1.20.1.jar
minecraft:chiseled_red_sandstone	Chiseled Red Sandstone	minecraft	launcher-assets\item-icons\minecraft\chiseled_red_sandstone.png	1.20.1.jar
minecraft:sniffer_egg	Sniffer Egg	minecraft	launcher-assets\item-icons\minecraft\sniffer_egg.png	1.20.1.jar
minecolonies:muffin	Muffin	minecolonies	launcher-assets\item-icons\minecolonies\muffin.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:soul_torch	Soul Torch	minecraft	launcher-assets\item-icons\minecraft\soul_torch.png	1.20.1.jar
minecraft:bone_meal	Bone Meal	minecraft	launcher-assets\item-icons\minecraft\bone_meal.png	1.20.1.jar
minecraft:black_dye	Black Dye	minecraft	launcher-assets\item-icons\minecraft\black_dye.png	1.20.1.jar
minecraft:golden_boots	Golden Boots	minecraft	launcher-assets\item-icons\minecraft\golden_boots.png	1.20.1.jar
minecraft:spruce_fence	Spruce Fence	minecraft		1.20.1.jar
minecolonies:pharaoscepter	Pharaoh Scepter	minecolonies	launcher-assets\item-icons\minecolonies\pharaoscepter.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecolonies:gate_iron	Iron Gate	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:zoglin_spawn_egg	Zoglin Spawn Egg	minecraft		1.20.1.jar
minecraft:spider_spawn_egg	Spider Spawn Egg	minecraft		1.20.1.jar
minecraft:purple_concrete_powder	Purple Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\purple_concrete_powder.png	1.20.1.jar
minecraft:yellow_stained_glass	Yellow Stained Glass	minecraft	launcher-assets\item-icons\minecraft\yellow_stained_glass.png	1.20.1.jar
minecraft:birch_sapling	Birch Sapling	minecraft	launcher-assets\item-icons\minecraft\birch_sapling.png	1.20.1.jar
domum_ornamentum:light_gray_brick_extra	Light Gray Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:map	Empty Map	minecraft	launcher-assets\item-icons\minecraft\map.png	1.20.1.jar
minecraft:quartz_bricks	Quartz Bricks	minecraft	launcher-assets\item-icons\minecraft\quartz_bricks.png	1.20.1.jar
mca:golden_slanted_headstone	Lápide inclinada de ouro	mca	launcher-assets\item-icons\mca\golden_slanted_headstone.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
magicworld:draconic_aether_boots	Draconic Aether Boots	magicworld	launcher-assets\item-icons\magicworld\draconic_aether_boots.png	Magic_World_Mod_1.20.1-1.0.0.1.jar
minecraft:muddy_mangrove_roots	Muddy Mangrove Roots	minecraft		1.20.1.jar
minecraft:stripped_dark_oak_wood	Stripped Dark Oak Wood	minecraft		1.20.1.jar
minecraft:cracked_nether_bricks	Cracked Nether Bricks	minecraft	launcher-assets\item-icons\minecraft\cracked_nether_bricks.png	1.20.1.jar
minecraft:cooked_cod	Cooked Cod	minecraft	launcher-assets\item-icons\minecraft\cooked_cod.png	1.20.1.jar
mca:villager_tracker_23	Villager Tracker 23	mca	launcher-assets\item-icons\mca\villager_tracker_23.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:template_banner	Template Banner	minecraft	launcher-assets\item-icons\minecraft\template_banner.png	1.20.1.jar
minecraft:cherry_chest_boat	Cherry Boat with Chest	minecraft	launcher-assets\item-icons\minecraft\cherry_chest_boat.png	1.20.1.jar
minecraft:gold_ingot	Gold Ingot	minecraft	launcher-assets\item-icons\minecraft\gold_ingot.png	1.20.1.jar
minecraft:iron_axe	Iron Axe	minecraft	launcher-assets\item-icons\minecraft\iron_axe.png	1.20.1.jar
minecraft:smooth_quartz_slab	Smooth Quartz Slab	minecraft		1.20.1.jar
domum_ornamentum:green_cobblestone_extra	Green Cobblestone Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:pig_spawn_egg	Pig Spawn Egg	minecraft		1.20.1.jar
minecolonies:pirateegg	Pirate Spawn Egg	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:nether_wart_block	Nether Wart Block	minecraft	launcher-assets\item-icons\minecraft\nether_wart_block.png	1.20.1.jar
minecraft:lapis_ore	Lapis Lazuli Ore	minecraft	launcher-assets\item-icons\minecraft\lapis_ore.png	1.20.1.jar
minecraft:blackstone_slab	Blackstone Slab	minecraft		1.20.1.jar
minecraft:crimson_door	Crimson Door	minecraft	launcher-assets\item-icons\minecraft\crimson_door.png	1.20.1.jar
minecraft:bamboo_trapdoor	Bamboo Trapdoor	minecraft	launcher-assets\item-icons\minecraft\bamboo_trapdoor.png	1.20.1.jar
minecraft:dark_prismarine	Dark Prismarine	minecraft	launcher-assets\item-icons\minecraft\dark_prismarine.png	1.20.1.jar
minecraft:brown_wool	Brown Wool	minecraft	launcher-assets\item-icons\minecraft\brown_wool.png	1.20.1.jar
minecolonies:meat_ravioli	Meat Ravioli	minecolonies	launcher-assets\item-icons\minecolonies\meat_ravioli.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:melon_seeds	Melon Seeds	minecraft	launcher-assets\item-icons\minecraft\melon_seeds.png	1.20.1.jar
minecraft:loom	Loom	minecraft		1.20.1.jar
minecraft:brick_wall	Brick Wall	minecraft		1.20.1.jar
minecraft:mangrove_button	Mangrove Button	minecraft		1.20.1.jar
minecraft:llama_spawn_egg	Llama Spawn Egg	minecraft		1.20.1.jar
minecraft:oak_button	Oak Button	minecraft		1.20.1.jar
mca:cyan_spruce_crib	Berço de Abeto Ciano	mca	launcher-assets\item-icons\mca\cyan_spruce_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
domum_ornamentum:green_cactus_extra	Green Cactus Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:polished_deepslate	Polished Deepslate	minecraft	launcher-assets\item-icons\minecraft\polished_deepslate.png	1.20.1.jar
minecraft:magenta_bed	Magenta Bed	minecraft	launcher-assets\item-icons\minecraft\magenta_bed.png	1.20.1.jar
minecraft:blue_terracotta	Blue Terracotta	minecraft	launcher-assets\item-icons\minecraft\blue_terracotta.png	1.20.1.jar
mca:pink_acacia_crib	Berço de Acácia Rosa	mca	launcher-assets\item-icons\mca\pink_acacia_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:andesite_wall	Andesite Wall	minecraft		1.20.1.jar
minecraft:music_disc_5	Music Disc	minecraft	launcher-assets\item-icons\minecraft\music_disc_5.png	1.20.1.jar
minecraft:red_concrete_powder	Red Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\red_concrete_powder.png	1.20.1.jar
mca:light_gray_cherry_crib	Berço de Cerejeira Cinza Claro	mca	launcher-assets\item-icons\mca\light_gray_cherry_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:coal_ore	Coal Ore	minecraft	launcher-assets\item-icons\minecraft\coal_ore.png	1.20.1.jar
mca:pink_birch_crib	Berço de Bétula Rosa	mca	launcher-assets\item-icons\mca\pink_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:oxeye_daisy	Oxeye Daisy	minecraft	launcher-assets\item-icons\minecraft\oxeye_daisy.png	1.20.1.jar
minecraft:oak_hanging_sign	Oak Hanging Sign	minecraft	launcher-assets\item-icons\minecraft\oak_hanging_sign.png	1.20.1.jar
minecraft:bee_spawn_egg	Bee Spawn Egg	minecraft		1.20.1.jar
minecraft:creeper_head	Creeper Head	minecraft		1.20.1.jar
minecraft:dead_fire_coral_fan	Dead Fire Coral Fan	minecraft	launcher-assets\item-icons\minecraft\dead_fire_coral_fan.png	1.20.1.jar
minecraft:husk_spawn_egg	Husk Spawn Egg	minecraft		1.20.1.jar
domum_ornamentum:yellow_brick_extra	Yellow Brick Extra	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:polished_deepslate_stairs	Polished Deepslate Stairs	minecraft		1.20.1.jar
minecraft:fletching_table	Fletching Table	minecraft		1.20.1.jar
mca:orange_mangrove_crib	Berço de Mangue Laranja	mca	launcher-assets\item-icons\mca\orange_mangrove_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:warped_fungus	Warped Fungus	minecraft	launcher-assets\item-icons\minecraft\warped_fungus.png	1.20.1.jar
minecraft:ochre_froglight	Ochre Froglight	minecraft		1.20.1.jar
mca:orange_crimson_crib	Berço de Carmesim Laranja	mca	launcher-assets\item-icons\mca\orange_crimson_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:mangrove_log	Mangrove Log	minecraft	launcher-assets\item-icons\minecraft\mangrove_log.png	1.20.1.jar
mca:family_tree	Árvore genealógica	mca	launcher-assets\item-icons\mca\family_tree.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:packed_ice	Packed Ice	minecraft	launcher-assets\item-icons\minecraft\packed_ice.png	1.20.1.jar
minecraft:magma_cube_spawn_egg	Magma Cube Spawn Egg	minecraft		1.20.1.jar
minecraft:trapped_chest	Trapped Chest	minecraft		1.20.1.jar
minecraft:repeating_command_block	Repeating Command Block	minecraft		1.20.1.jar
domum_ornamentum:shingle_steep_lower	Shingle Steep Lower	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:stripped_crimson_hyphae	Stripped Crimson Hyphae	minecraft		1.20.1.jar
mca:light_gray_birch_crib	Berço de Bétula Cinza Claro	mca	launcher-assets\item-icons\mca\light_gray_birch_crib.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:lembas_scone	Lembas Scone	minecolonies	launcher-assets\item-icons\minecolonies\lembas_scone.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:light_blue_terracotta	Light Blue Terracotta	minecraft	launcher-assets\item-icons\minecraft\light_blue_terracotta.png	1.20.1.jar
domum_ornamentum:blockpillar	Blockpillar	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:cherry_slab	Cherry Slab	minecraft		1.20.1.jar
minecraft:cobbled_deepslate_slab	Cobbled Deepslate Slab	minecraft		1.20.1.jar
minecraft:item_frame	Item Frame	minecraft	launcher-assets\item-icons\minecraft\item_frame.png	1.20.1.jar
minecolonies:blockhutswineherder	Swineherd's Hut	minecolonies		minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:acacia_slab	Acacia Slab	minecraft		1.20.1.jar
minecraft:rooted_dirt	Rooted Dirt	minecraft	launcher-assets\item-icons\minecraft\rooted_dirt.png	1.20.1.jar
minecraft:pink_wool	Pink Wool	minecraft	launcher-assets\item-icons\minecraft\pink_wool.png	1.20.1.jar
minecraft:white_glazed_terracotta	White Glazed Terracotta	minecraft	launcher-assets\item-icons\minecraft\white_glazed_terracotta.png	1.20.1.jar
minecolonies:pirate_hat	Pirate Hat	minecolonies	launcher-assets\item-icons\minecolonies\pirate_hat.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:bamboo_mosaic_slab	Bamboo Mosaic Slab	minecraft		1.20.1.jar
minecraft:ward_armor_trim_smithing_template	Ward Armor Trim Smithing Template	minecraft	launcher-assets\item-icons\minecraft\ward_armor_trim_smithing_template.png	1.20.1.jar
minecraft:emerald_ore	Emerald Ore	minecraft	launcher-assets\item-icons\minecraft\emerald_ore.png	1.20.1.jar
minecraft:heart_pottery_sherd	Heart Pottery Sherd	minecraft	launcher-assets\item-icons\minecraft\heart_pottery_sherd.png	1.20.1.jar
minecraft:ladder	Ladder	minecraft	launcher-assets\item-icons\minecraft\ladder.png	1.20.1.jar
minecraft:sunflower	Sunflower	minecraft	launcher-assets\item-icons\minecraft\sunflower.png	1.20.1.jar
minecraft:jungle_wood	Jungle Wood	minecraft		1.20.1.jar
minecraft:polished_deepslate_slab	Polished Deepslate Slab	minecraft		1.20.1.jar
minecraft:wither_skeleton_skull	Wither Skeleton Skull	minecraft		1.20.1.jar
minecraft:detector_rail	Detector Rail	minecraft	launcher-assets\item-icons\minecraft\detector_rail.png	1.20.1.jar
mca:book_death	Morte, e como curá-la!	mca	launcher-assets\item-icons\mca\book_death.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecraft:axolotl_bucket	Bucket of Axolotl	minecraft	launcher-assets\item-icons\minecraft\axolotl_bucket.png	1.20.1.jar
minecraft:cut_copper_slab	Cut Copper Slab	minecraft		1.20.1.jar
minecraft:orange_candle	Orange Candle	minecraft	launcher-assets\item-icons\minecraft\orange_candle.png	1.20.1.jar
minecolonies:chicken_broth	Chicken Broth	minecolonies	launcher-assets\item-icons\minecolonies\chicken_broth.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:weathered_copper	Weathered Copper	minecraft	launcher-assets\item-icons\minecraft\weathered_copper.png	1.20.1.jar
domum_ornamentum:fancy_trapdoors	Fancy Trapdoors	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:light_gray_shulker_box	Light Gray Shulker Box	minecraft	launcher-assets\item-icons\minecraft\light_gray_shulker_box.png	1.20.1.jar
minecraft:verdant_froglight	Verdant Froglight	minecraft		1.20.1.jar
minecraft:red_bed	Red Bed	minecraft	launcher-assets\item-icons\minecraft\red_bed.png	1.20.1.jar
minecraft:light_blue_concrete_powder	Light Blue Concrete Powder	minecraft	launcher-assets\item-icons\minecraft\light_blue_concrete_powder.png	1.20.1.jar
domum_ornamentum:panel_spec	Panel Spec	domum_ornamentum		domum_ornamentum-1.20.1-1.0.300-snapshot-universal.jar
minecraft:weathered_cut_copper_slab	Weathered Cut Copper Slab	minecraft		1.20.1.jar
minecraft:iron_shovel	Iron Shovel	minecraft	launcher-assets\item-icons\minecraft\iron_shovel.png	1.20.1.jar
mca:book_romance	Relacionamentos e você	mca	launcher-assets\item-icons\mca\book_romance.png	minecraft-comes-alive-7.6.16+1.20.1-universal.jar
minecolonies:blockhutmysticalsite	Mystical Site	minecolonies	launcher-assets\item-icons\minecolonies\blockhutmysticalsite.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
minecraft:dead_brain_coral	Dead Brain Coral	minecraft	launcher-assets\item-icons\minecraft\dead_brain_coral.png	1.20.1.jar
minecraft:dark_oak_trapdoor	Dark Oak Trapdoor	minecraft	launcher-assets\item-icons\minecraft\dark_oak_trapdoor.png	1.20.1.jar
minecraft:oak_fence_gate	Oak Fence Gate	minecraft		1.20.1.jar
minecraft:dark_oak_pressure_plate	Dark Oak Pressure Plate	minecraft		1.20.1.jar
minecraft:kelp	Kelp	minecraft	launcher-assets\item-icons\minecraft\kelp.png	1.20.1.jar
minecolonies:cheese_ravioli	Cheese Ravioli	minecolonies	launcher-assets\item-icons\minecolonies\cheese_ravioli.png	minecolonies-1.20.1-1.1.1220-snapshot.jar
